source_row_id,date,kitchen,sku,units_wasted,est_waste_cost_thb,week_start,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,base_price_thb,fruit_cost_raw_thb,fruit_cost_used_thb,waste_cost_raw_thb,waste_cost_status
5210,2026-06-24,Pattaya_Central,PassionFruit,5,160.15,2026-06-22,6,6,65.0,26.03,26.03,160.15,observed_estimated_cost
5211,2026-06-24,Pattaya_Central,Pineapple,4,57.04,2026-06-22,6,5,49.0,8.26,8.26,57.04,observed_estimated_cost
5212,2026-06-24,Pattaya_Central,Watermelon,6,85.32,2026-06-22,6,5,45.0,8.22,8.22,85.32,observed_estimated_cost
5213,2026-06-25,BKK_Ladprao,Guava,3,48.27,2026-06-22,6,5.5,49.0,10.09,10.09,48.27,observed_estimated_cost
5214,2026-06-25,BKK_Ladprao,MixedBerryPremium,16,823.52,2026-06-22,8,7,89.0,43.47,43.47,823.52,observed_estimated_cost
5215,2026-06-25,BKK_Ladprao,PassionFruit,8,256.24,2026-06-22,6,6,65.0,26.03,26.03,256.24,observed_estimated_cost
5216,2026-06-25,BKK_Ladprao,Pineapple,4,57.04,2026-06-22,6,5,49.0,8.26,8.26,57.04,observed_estimated_cost
5217,2026-06-25,BKK_Ladprao,Watermelon,6,85.32,2026-06-22,6,5,45.0,8.22,8.22,85.32,observed_estimated_cost
5218,2026-06-25,BKK_Sukhumvit,Guava,2,32.18,2026-06-22,6,5.5,49.0,10.09,10.09,32.18,observed_estimated_cost
5219,2026-06-25,BKK_Sukhumvit,MixedBerryPremium,4,205.88,2026-06-22,8,7,89.0,43.47,43.47,205.88,observed_estimated_cost
5220,2026-06-25,BKK_Sukhumvit,PassionFruit,6,192.18,2026-06-22,6,6,65.0,26.03,26.03,192.18,observed_estimated_cost
5221,2026-06-25,BKK_Sukhumvit,Pineapple,7,99.82,2026-06-22,6,5,49.0,8.26,8.26,99.82,observed_estimated_cost
5222,2026-06-25,BKK_Sukhumvit,Watermelon,6,85.32,2026-06-22,6,5,45.0,8.22,8.22,85.32,observed_estimated_cost
5223,2026-06-25,Pattaya_Beach,Guava,2,32.18,2026-06-22,6,5.5,49.0,10.09,10.09,32.18,observed_estimated_cost
5224,2026-06-25,Pattaya_Beach,MixedBerryPremium,4,205.88,2026-06-22,8,7,89.0,43.47,43.47,205.88,observed_estimated_cost
5225,2026-06-25,Pattaya_Beach,PassionFruit,4,128.12,2026-06-22,6,6,65.0,26.03,26.03,128.12,observed_estimated_cost
5226,2026-06-25,Pattaya_Beach,Pineapple,5,71.3,2026-06-22,6,5,49.0,8.26,8.26,71.3,observed_estimated_cost
5227,2026-06-25,Pattaya_Beach,Watermelon,5,71.1,2026-06-22,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
5228,2026-06-25,Pattaya_Central,Guava,5,80.45,2026-06-22,6,5.5,49.0,10.09,10.09,80.45,observed_estimated_cost
5229,2026-06-25,Pattaya_Central,MixedBerryPremium,8,411.76,2026-06-22,8,7,89.0,43.47,43.47,411.76,observed_estimated_cost
5230,2026-06-25,Pattaya_Central,PassionFruit,7,224.21,2026-06-22,6,6,65.0,26.03,26.03,224.21,observed_estimated_cost
5231,2026-06-25,Pattaya_Central,Pineapple,5,71.3,2026-06-22,6,5,49.0,8.26,8.26,71.3,observed_estimated_cost
5232,2026-06-25,Pattaya_Central,Watermelon,8,113.76,2026-06-22,6,5,45.0,8.22,8.22,113.76,observed_estimated_cost
5233,2026-06-26,BKK_Ladprao,Guava,4,64.36,2026-06-22,6,5.5,49.0,10.09,10.09,64.36,observed_estimated_cost
5234,2026-06-26,BKK_Ladprao,MixedBerryPremium,10,514.7,2026-06-22,8,7,89.0,43.47,43.47,514.7,observed_estimated_cost
5235,2026-06-26,BKK_Ladprao,PassionFruit,4,128.12,2026-06-22,6,6,65.0,26.03,26.03,128.12,observed_estimated_cost
5236,2026-06-26,BKK_Ladprao,Pineapple,2,28.52,2026-06-22,6,5,49.0,8.26,8.26,28.52,observed_estimated_cost
5237,2026-06-26,BKK_Ladprao,Watermelon,3,42.66,2026-06-22,6,5,45.0,8.22,8.22,42.66,observed_estimated_cost
5238,2026-06-26,BKK_Sukhumvit,Guava,3,48.27,2026-06-22,6,5.5,49.0,10.09,10.09,48.27,observed_estimated_cost
5239,2026-06-26,BKK_Sukhumvit,MixedBerryPremium,7,360.29,2026-06-22,8,7,89.0,43.47,43.47,360.29,observed_estimated_cost
5240,2026-06-26,BKK_Sukhumvit,PassionFruit,6,192.18,2026-06-22,6,6,65.0,26.03,26.03,192.18,observed_estimated_cost
5241,2026-06-26,BKK_Sukhumvit,Pineapple,5,71.3,2026-06-22,6,5,49.0,8.26,8.26,71.3,observed_estimated_cost
5242,2026-06-26,BKK_Sukhumvit,Watermelon,4,56.88,2026-06-22,6,5,45.0,8.22,8.22,56.88,observed_estimated_cost
5243,2026-06-26,Pattaya_Beach,Guava,3,48.27,2026-06-22,6,5.5,49.0,10.09,10.09,48.27,observed_estimated_cost
5244,2026-06-26,Pattaya_Beach,MixedBerryPremium,9,463.23,2026-06-22,8,7,89.0,43.47,43.47,463.23,observed_estimated_cost
5245,2026-06-26,Pattaya_Beach,PassionFruit,6,192.18,2026-06-22,6,6,65.0,26.03,26.03,192.18,observed_estimated_cost
5246,2026-06-26,Pattaya_Beach,Pineapple,5,71.3,2026-06-22,6,5,49.0,8.26,8.26,71.3,observed_estimated_cost
5247,2026-06-26,Pattaya_Beach,Watermelon,3,42.66,2026-06-22,6,5,45.0,8.22,8.22,42.66,observed_estimated_cost
5248,2026-06-26,Pattaya_Central,Guava,1,16.09,2026-06-22,6,5.5,49.0,10.09,10.09,16.09,observed_estimated_cost
5249,2026-06-26,Pattaya_Central,MixedBerryPremium,7,360.29,2026-06-22,8,7,89.0,43.47,43.47,360.29,observed_estimated_cost
5250,2026-06-26,Pattaya_Central,PassionFruit,6,192.18,2026-06-22,6,6,65.0,26.03,26.03,192.18,observed_estimated_cost
5251,2026-06-26,Pattaya_Central,Pineapple,5,71.3,2026-06-22,6,5,49.0,8.26,8.26,71.3,observed_estimated_cost
5252,2026-06-26,Pattaya_Central,Watermelon,11,156.42,2026-06-22,6,5,45.0,8.22,8.22,156.42,observed_estimated_cost
5253,2026-06-27,BKK_Ladprao,Guava,3,48.27,2026-06-22,6,5.5,49.0,10.09,10.09,48.27,observed_estimated_cost
5254,2026-06-27,BKK_Ladprao,MixedBerryPremium,3,154.41,2026-06-22,8,7,89.0,43.47,43.47,154.41,observed_estimated_cost
5255,2026-06-27,BKK_Ladprao,PassionFruit,4,128.12,2026-06-22,6,6,65.0,26.03,26.03,128.12,observed_estimated_cost
5256,2026-06-27,BKK_Ladprao,Pineapple,3,42.78,2026-06-22,6,5,49.0,8.26,8.26,42.78,observed_estimated_cost
5257,2026-06-27,BKK_Ladprao,Watermelon,3,42.66,2026-06-22,6,5,45.0,8.22,8.22,42.66,observed_estimated_cost
5258,2026-06-27,BKK_Sukhumvit,Guava,3,48.27,2026-06-22,6,5.5,49.0,10.09,10.09,48.27,observed_estimated_cost
5259,2026-06-27,BKK_Sukhumvit,MixedBerryPremium,2,102.94,2026-06-22,8,7,89.0,43.47,43.47,102.94,observed_estimated_cost
5260,2026-06-27,BKK_Sukhumvit,PassionFruit,4,128.12,2026-06-22,6,6,65.0,26.03,26.03,128.12,observed_estimated_cost
5261,2026-06-27,BKK_Sukhumvit,Pineapple,4,57.04,2026-06-22,6,5,49.0,8.26,8.26,57.04,observed_estimated_cost
5262,2026-06-27,BKK_Sukhumvit,Watermelon,5,71.1,2026-06-22,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
5263,2026-06-27,Pattaya_Beach,Guava,5,80.45,2026-06-22,6,5.5,49.0,10.09,10.09,80.45,observed_estimated_cost
5264,2026-06-27,Pattaya_Beach,MixedBerryPremium,5,257.35,2026-06-22,8,7,89.0,43.47,43.47,257.35,observed_estimated_cost
5265,2026-06-27,Pattaya_Beach,PassionFruit,3,96.09,2026-06-22,6,6,65.0,26.03,26.03,96.09,observed_estimated_cost
5266,2026-06-27,Pattaya_Beach,Pineapple,6,85.56,2026-06-22,6,5,49.0,8.26,8.26,85.56,observed_estimated_cost
5267,2026-06-27,Pattaya_Beach,Watermelon,10,142.2,2026-06-22,6,5,45.0,8.22,8.22,142.2,observed_estimated_cost
5268,2026-06-27,Pattaya_Central,Guava,4,64.36,2026-06-22,6,5.5,49.0,10.09,10.09,64.36,observed_estimated_cost
5269,2026-06-27,Pattaya_Central,MixedBerryPremium,5,257.35,2026-06-22,8,7,89.0,43.47,43.47,257.35,observed_estimated_cost
5270,2026-06-27,Pattaya_Central,PassionFruit,4,128.12,2026-06-22,6,6,65.0,26.03,26.03,128.12,observed_estimated_cost
5271,2026-06-27,Pattaya_Central,Pineapple,9,128.34,2026-06-22,6,5,49.0,8.26,8.26,128.34,observed_estimated_cost
5272,2026-06-27,Pattaya_Central,Watermelon,5,71.1,2026-06-22,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
5273,2026-06-28,BKK_Ladprao,Guava,2,32.18,2026-06-22,6,5.5,49.0,10.09,10.09,32.18,observed_estimated_cost
5274,2026-06-28,BKK_Ladprao,MixedBerryPremium,4,205.88,2026-06-22,8,7,89.0,43.47,43.47,205.88,observed_estimated_cost
5275,2026-06-28,BKK_Ladprao,PassionFruit,5,160.15,2026-06-22,6,6,65.0,26.03,26.03,160.15,observed_estimated_cost
5276,2026-06-28,BKK_Ladprao,Pineapple,2,28.52,2026-06-22,6,5,49.0,8.26,8.26,28.52,observed_estimated_cost
5277,2026-06-28,BKK_Ladprao,Watermelon,6,85.32,2026-06-22,6,5,45.0,8.22,8.22,85.32,observed_estimated_cost
5278,2026-06-28,BKK_Sukhumvit,Guava,2,32.18,2026-06-22,6,5.5,49.0,10.09,10.09,32.18,observed_estimated_cost
5279,2026-06-28,BKK_Sukhumvit,MixedBerryPremium,7,360.29,2026-06-22,8,7,89.0,43.47,43.47,360.29,observed_estimated_cost
5280,2026-06-28,BKK_Sukhumvit,PassionFruit,4,128.12,2026-06-22,6,6,65.0,26.03,26.03,128.12,observed_estimated_cost
5281,2026-06-28,BKK_Sukhumvit,Pineapple,4,57.04,2026-06-22,6,5,49.0,8.26,8.26,57.04,observed_estimated_cost
5282,2026-06-28,BKK_Sukhumvit,Watermelon,3,42.66,2026-06-22,6,5,45.0,8.22,8.22,42.66,observed_estimated_cost
5283,2026-06-28,Pattaya_Beach,Guava,4,64.36,2026-06-22,6,5.5,49.0,10.09,10.09,64.36,observed_estimated_cost
5284,2026-06-28,Pattaya_Beach,MixedBerryPremium,8,411.76,2026-06-22,8,7,89.0,43.47,43.47,411.76,observed_estimated_cost
5285,2026-06-28,Pattaya_Beach,PassionFruit,9,288.27,2026-06-22,6,6,65.0,26.03,26.03,288.27,observed_estimated_cost
5286,2026-06-28,Pattaya_Beach,Pineapple,5,71.3,2026-06-22,6,5,49.0,8.26,8.26,71.3,observed_estimated_cost
5287,2026-06-28,Pattaya_Beach,Watermelon,8,113.76,2026-06-22,6,5,45.0,8.22,8.22,113.76,observed_estimated_cost
5288,2026-06-28,Pattaya_Central,Guava,5,80.45,2026-06-22,6,5.5,49.0,10.09,10.09,80.45,observed_estimated_cost
5289,2026-06-28,Pattaya_Central,MixedBerryPremium,10,514.7,2026-06-22,8,7,89.0,43.47,43.47,514.7,observed_estimated_cost
5290,2026-06-28,Pattaya_Central,PassionFruit,5,160.15,2026-06-22,6,6,65.0,26.03,26.03,160.15,observed_estimated_cost
5291,2026-06-28,Pattaya_Central,Pineapple,4,57.04,2026-06-22,6,5,49.0,8.26,8.26,57.04,observed_estimated_cost
5292,2026-06-28,Pattaya_Central,Watermelon,5,71.1,2026-06-22,6,5,45.0,8.22,8.22,71.1,observed_estimated_cost
5293,2026-06-29,BKK_Ladprao,Guava,2,31.62,2026-06-29,6,5.5,49.0,9.81,9.81,31.62,observed_estimated_cost
5294,2026-06-29,BKK_Ladprao,MixedBerryPremium,9,486.0,2026-06-29,8,7,89.0,46.0,46.0,486.0,observed_estimated_cost
5295,2026-06-29,BKK_Ladprao,PassionFruit,6,192.9,2026-06-29,6,6,65.0,26.15,26.15,192.9,observed_estimated_cost
5296,2026-06-29,BKK_Ladprao,Pineapple,5,73.5,2026-06-29,6,5,49.0,8.7,8.7,73.5,observed_estimated_cost
5297,2026-06-29,BKK_Ladprao,Watermelon,4,55.24,2026-06-29,6,5,45.0,7.81,7.81,55.24,observed_estimated_cost
5298,2026-06-29,BKK_Sukhumvit,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5299,2026-06-29,BKK_Sukhumvit,MixedBerryPremium,7,378.0,2026-06-29,8,7,89.0,46.0,46.0,378.0,observed_estimated_cost
5300,2026-06-29,BKK_Sukhumvit,PassionFruit,6,192.9,2026-06-29,6,6,65.0,26.15,26.15,192.9,observed_estimated_cost
5301,2026-06-29,BKK_Sukhumvit,Pineapple,3,44.1,2026-06-29,6,5,49.0,8.7,8.7,44.1,observed_estimated_cost
5302,2026-06-29,BKK_Sukhumvit,Watermelon,7,96.67,2026-06-29,6,5,45.0,7.81,7.81,96.67,observed_estimated_cost
5303,2026-06-29,Pattaya_Beach,Guava,2,31.62,2026-06-29,6,5.5,49.0,9.81,9.81,31.62,observed_estimated_cost
5304,2026-06-29,Pattaya_Beach,MixedBerryPremium,3,162.0,2026-06-29,8,7,89.0,46.0,46.0,162.0,observed_estimated_cost
5305,2026-06-29,Pattaya_Beach,PassionFruit,3,96.45,2026-06-29,6,6,65.0,26.15,26.15,96.45,observed_estimated_cost
5306,2026-06-29,Pattaya_Beach,Pineapple,3,44.1,2026-06-29,6,5,49.0,8.7,8.7,44.1,observed_estimated_cost
5307,2026-06-29,Pattaya_Beach,Watermelon,3,41.43,2026-06-29,6,5,45.0,7.81,7.81,41.43,observed_estimated_cost
5308,2026-06-29,Pattaya_Central,Guava,6,94.86,2026-06-29,6,5.5,49.0,9.81,9.81,94.86,observed_estimated_cost
5309,2026-06-29,Pattaya_Central,MixedBerryPremium,7,378.0,2026-06-29,8,7,89.0,46.0,46.0,378.0,observed_estimated_cost
5310,2026-06-29,Pattaya_Central,PassionFruit,5,160.75,2026-06-29,6,6,65.0,26.15,26.15,160.75,observed_estimated_cost
5311,2026-06-29,Pattaya_Central,Pineapple,7,102.9,2026-06-29,6,5,49.0,8.7,8.7,102.9,observed_estimated_cost
5312,2026-06-29,Pattaya_Central,Watermelon,3,41.43,2026-06-29,6,5,45.0,7.81,7.81,41.43,observed_estimated_cost
5313,2026-06-30,BKK_Ladprao,Guava,2,31.62,2026-06-29,6,5.5,49.0,9.81,9.81,31.62,observed_estimated_cost
5314,2026-06-30,BKK_Ladprao,MixedBerryPremium,7,378.0,2026-06-29,8,7,89.0,46.0,46.0,378.0,observed_estimated_cost
5315,2026-06-30,BKK_Ladprao,PassionFruit,3,96.45,2026-06-29,6,6,65.0,26.15,26.15,96.45,observed_estimated_cost
5316,2026-06-30,BKK_Ladprao,Pineapple,4,58.8,2026-06-29,6,5,49.0,8.7,8.7,58.8,observed_estimated_cost
5317,2026-06-30,BKK_Ladprao,Watermelon,2,27.62,2026-06-29,6,5,45.0,7.81,7.81,27.62,observed_estimated_cost
5318,2026-06-30,BKK_Sukhumvit,Guava,4,63.24,2026-06-29,6,5.5,49.0,9.81,9.81,63.24,observed_estimated_cost
5319,2026-06-30,BKK_Sukhumvit,MixedBerryPremium,6,324.0,2026-06-29,8,7,89.0,46.0,46.0,324.0,observed_estimated_cost
5320,2026-06-30,BKK_Sukhumvit,PassionFruit,3,96.45,2026-06-29,6,6,65.0,26.15,26.15,96.45,observed_estimated_cost
5321,2026-06-30,BKK_Sukhumvit,Pineapple,3,44.1,2026-06-29,6,5,49.0,8.7,8.7,44.1,observed_estimated_cost
5322,2026-06-30,BKK_Sukhumvit,Watermelon,7,96.67,2026-06-29,6,5,45.0,7.81,7.81,96.67,observed_estimated_cost
5323,2026-06-30,Pattaya_Beach,Guava,1,15.81,2026-06-29,6,5.5,49.0,9.81,9.81,15.81,observed_estimated_cost
5324,2026-06-30,Pattaya_Beach,MixedBerryPremium,6,324.0,2026-06-29,8,7,89.0,46.0,46.0,324.0,observed_estimated_cost
5325,2026-06-30,Pattaya_Beach,PassionFruit,2,64.3,2026-06-29,6,6,65.0,26.15,26.15,64.3,observed_estimated_cost
5326,2026-06-30,Pattaya_Beach,Pineapple,7,102.9,2026-06-29,6,5,49.0,8.7,8.7,102.9,observed_estimated_cost
5327,2026-06-30,Pattaya_Beach,Watermelon,5,69.05,2026-06-29,6,5,45.0,7.81,7.81,69.05,observed_estimated_cost
5328,2026-06-30,Pattaya_Central,Guava,5,79.05,2026-06-29,6,5.5,49.0,9.81,9.81,79.05,observed_estimated_cost
5329,2026-06-30,Pattaya_Central,MixedBerryPremium,6,324.0,2026-06-29,8,7,89.0,46.0,46.0,324.0,observed_estimated_cost
5330,2026-06-30,Pattaya_Central,PassionFruit,7,225.05,2026-06-29,6,6,65.0,26.15,26.15,225.05,observed_estimated_cost
5331,2026-06-30,Pattaya_Central,Pineapple,7,102.9,2026-06-29,6,5,49.0,8.7,8.7,102.9,observed_estimated_cost
5332,2026-06-30,Pattaya_Central,Watermelon,5,69.05,2026-06-29,6,5,45.0,7.81,7.81,69.05,observed_estimated_cost
5333,2026-07-01,BKK_Ladprao,Guava,1,15.81,2026-06-29,6,5.5,49.0,9.81,9.81,15.81,observed_estimated_cost
5334,2026-07-01,BKK_Ladprao,MixedBerryPremium,4,216.0,2026-06-29,8,7,89.0,46.0,46.0,216.0,observed_estimated_cost
5335,2026-07-01,BKK_Ladprao,PassionFruit,2,64.3,2026-06-29,6,6,65.0,26.15,26.15,64.3,observed_estimated_cost
5336,2026-07-01,BKK_Ladprao,Pineapple,4,58.8,2026-06-29,6,5,49.0,8.7,8.7,58.8,observed_estimated_cost
5337,2026-07-01,BKK_Ladprao,Watermelon,4,55.24,2026-06-29,6,5,45.0,7.81,7.81,55.24,observed_estimated_cost
5338,2026-07-01,BKK_Sukhumvit,Guava,2,31.62,2026-06-29,6,5.5,49.0,9.81,9.81,31.62,observed_estimated_cost
5339,2026-07-01,BKK_Sukhumvit,MixedBerryPremium,4,216.0,2026-06-29,8,7,89.0,46.0,46.0,216.0,observed_estimated_cost
5340,2026-07-01,BKK_Sukhumvit,PassionFruit,1,32.15,2026-06-29,6,6,65.0,26.15,26.15,32.15,observed_estimated_cost
5341,2026-07-01,BKK_Sukhumvit,Pineapple,4,58.8,2026-06-29,6,5,49.0,8.7,8.7,58.8,observed_estimated_cost
5342,2026-07-01,BKK_Sukhumvit,Watermelon,6,82.86,2026-06-29,6,5,45.0,7.81,7.81,82.86,observed_estimated_cost
5343,2026-07-01,Pattaya_Beach,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5344,2026-07-01,Pattaya_Beach,MixedBerryPremium,7,378.0,2026-06-29,8,7,89.0,46.0,46.0,378.0,observed_estimated_cost
5345,2026-07-01,Pattaya_Beach,PassionFruit,6,192.9,2026-06-29,6,6,65.0,26.15,26.15,192.9,observed_estimated_cost
5346,2026-07-01,Pattaya_Beach,Pineapple,2,29.4,2026-06-29,6,5,49.0,8.7,8.7,29.4,observed_estimated_cost
5347,2026-07-01,Pattaya_Beach,Watermelon,5,69.05,2026-06-29,6,5,45.0,7.81,7.81,69.05,observed_estimated_cost
5348,2026-07-01,Pattaya_Central,Guava,7,110.67,2026-06-29,6,5.5,49.0,9.81,9.81,110.67,observed_estimated_cost
5349,2026-07-01,Pattaya_Central,MixedBerryPremium,8,432.0,2026-06-29,8,7,89.0,46.0,46.0,432.0,observed_estimated_cost
5350,2026-07-01,Pattaya_Central,PassionFruit,5,160.75,2026-06-29,6,6,65.0,26.15,26.15,160.75,observed_estimated_cost
5351,2026-07-01,Pattaya_Central,Pineapple,3,44.1,2026-06-29,6,5,49.0,8.7,8.7,44.1,observed_estimated_cost
5352,2026-07-01,Pattaya_Central,Watermelon,5,69.05,2026-06-29,6,5,45.0,7.81,7.81,69.05,observed_estimated_cost
5353,2026-07-02,BKK_Ladprao,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5354,2026-07-02,BKK_Ladprao,MixedBerryPremium,4,216.0,2026-06-29,8,7,89.0,46.0,46.0,216.0,observed_estimated_cost
5355,2026-07-02,BKK_Ladprao,PassionFruit,1,32.15,2026-06-29,6,6,65.0,26.15,26.15,32.15,observed_estimated_cost
5356,2026-07-02,BKK_Ladprao,Pineapple,7,102.9,2026-06-29,6,5,49.0,8.7,8.7,102.9,observed_estimated_cost
5357,2026-07-02,BKK_Ladprao,Watermelon,4,55.24,2026-06-29,6,5,45.0,7.81,7.81,55.24,observed_estimated_cost
5358,2026-07-02,BKK_Sukhumvit,Guava,1,15.81,2026-06-29,6,5.5,49.0,9.81,9.81,15.81,observed_estimated_cost
5359,2026-07-02,BKK_Sukhumvit,MixedBerryPremium,2,108.0,2026-06-29,8,7,89.0,46.0,46.0,108.0,observed_estimated_cost
5360,2026-07-02,BKK_Sukhumvit,PassionFruit,8,257.2,2026-06-29,6,6,65.0,26.15,26.15,257.2,observed_estimated_cost
5361,2026-07-02,BKK_Sukhumvit,Pineapple,6,88.2,2026-06-29,6,5,49.0,8.7,8.7,88.2,observed_estimated_cost
5362,2026-07-02,BKK_Sukhumvit,Watermelon,4,55.24,2026-06-29,6,5,45.0,7.81,7.81,55.24,observed_estimated_cost
5363,2026-07-02,Pattaya_Beach,Guava,2,31.62,2026-06-29,6,5.5,49.0,9.81,9.81,31.62,observed_estimated_cost
5364,2026-07-02,Pattaya_Beach,MixedBerryPremium,5,270.0,2026-06-29,8,7,89.0,46.0,46.0,270.0,observed_estimated_cost
5365,2026-07-02,Pattaya_Beach,PassionFruit,3,96.45,2026-06-29,6,6,65.0,26.15,26.15,96.45,observed_estimated_cost
5366,2026-07-02,Pattaya_Beach,Pineapple,4,58.8,2026-06-29,6,5,49.0,8.7,8.7,58.8,observed_estimated_cost
5367,2026-07-02,Pattaya_Beach,Watermelon,4,55.24,2026-06-29,6,5,45.0,7.81,7.81,55.24,observed_estimated_cost
5368,2026-07-02,Pattaya_Central,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5369,2026-07-02,Pattaya_Central,MixedBerryPremium,3,162.0,2026-06-29,8,7,89.0,46.0,46.0,162.0,observed_estimated_cost
5370,2026-07-02,Pattaya_Central,PassionFruit,4,128.6,2026-06-29,6,6,65.0,26.15,26.15,128.6,observed_estimated_cost
5371,2026-07-02,Pattaya_Central,Pineapple,5,73.5,2026-06-29,6,5,49.0,8.7,8.7,73.5,observed_estimated_cost
5372,2026-07-02,Pattaya_Central,Watermelon,5,69.05,2026-06-29,6,5,45.0,7.81,7.81,69.05,observed_estimated_cost
5373,2026-07-03,BKK_Ladprao,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5374,2026-07-03,BKK_Ladprao,MixedBerryPremium,2,108.0,2026-06-29,8,7,89.0,46.0,46.0,108.0,observed_estimated_cost
5375,2026-07-03,BKK_Ladprao,PassionFruit,4,128.6,2026-06-29,6,6,65.0,26.15,26.15,128.6,observed_estimated_cost
5376,2026-07-03,BKK_Ladprao,Pineapple,3,44.1,2026-06-29,6,5,49.0,8.7,8.7,44.1,observed_estimated_cost
5377,2026-07-03,BKK_Ladprao,Watermelon,3,41.43,2026-06-29,6,5,45.0,7.81,7.81,41.43,observed_estimated_cost
5378,2026-07-03,BKK_Sukhumvit,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5379,2026-07-03,BKK_Sukhumvit,MixedBerryPremium,8,432.0,2026-06-29,8,7,89.0,46.0,46.0,432.0,observed_estimated_cost
5380,2026-07-03,BKK_Sukhumvit,PassionFruit,5,160.75,2026-06-29,6,6,65.0,26.15,26.15,160.75,observed_estimated_cost
5381,2026-07-03,BKK_Sukhumvit,Pineapple,4,58.8,2026-06-29,6,5,49.0,8.7,8.7,58.8,observed_estimated_cost
5382,2026-07-03,BKK_Sukhumvit,Watermelon,6,82.86,2026-06-29,6,5,45.0,7.81,7.81,82.86,observed_estimated_cost
5383,2026-07-03,Pattaya_Beach,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5384,2026-07-03,Pattaya_Beach,MixedBerryPremium,4,216.0,2026-06-29,8,7,89.0,46.0,46.0,216.0,observed_estimated_cost
5385,2026-07-03,Pattaya_Beach,PassionFruit,3,96.45,2026-06-29,6,6,65.0,26.15,26.15,96.45,observed_estimated_cost
5386,2026-07-03,Pattaya_Beach,Pineapple,3,44.1,2026-06-29,6,5,49.0,8.7,8.7,44.1,observed_estimated_cost
5387,2026-07-03,Pattaya_Beach,Watermelon,4,55.24,2026-06-29,6,5,45.0,7.81,7.81,55.24,observed_estimated_cost
5388,2026-07-03,Pattaya_Central,Guava,4,63.24,2026-06-29,6,5.5,49.0,9.81,9.81,63.24,observed_estimated_cost
5389,2026-07-03,Pattaya_Central,MixedBerryPremium,6,324.0,2026-06-29,8,7,89.0,46.0,46.0,324.0,observed_estimated_cost
5390,2026-07-03,Pattaya_Central,PassionFruit,4,128.6,2026-06-29,6,6,65.0,26.15,26.15,128.6,observed_estimated_cost
5391,2026-07-03,Pattaya_Central,Pineapple,5,73.5,2026-06-29,6,5,49.0,8.7,8.7,73.5,observed_estimated_cost
5392,2026-07-03,Pattaya_Central,Watermelon,3,41.43,2026-06-29,6,5,45.0,7.81,7.81,41.43,observed_estimated_cost
5393,2026-07-04,BKK_Ladprao,Guava,2,31.62,2026-06-29,6,5.5,49.0,9.81,9.81,31.62,observed_estimated_cost
5394,2026-07-04,BKK_Ladprao,MixedBerryPremium,4,216.0,2026-06-29,8,7,89.0,46.0,46.0,216.0,observed_estimated_cost
5395,2026-07-04,BKK_Ladprao,PassionFruit,1,32.15,2026-06-29,6,6,65.0,26.15,26.15,32.15,observed_estimated_cost
5396,2026-07-04,BKK_Ladprao,Pineapple,2,29.4,2026-06-29,6,5,49.0,8.7,8.7,29.4,observed_estimated_cost
5397,2026-07-04,BKK_Ladprao,Watermelon,3,41.43,2026-06-29,6,5,45.0,7.81,7.81,41.43,observed_estimated_cost
5398,2026-07-04,BKK_Sukhumvit,Guava,3,47.43,2026-06-29,6,5.5,49.0,9.81,9.81,47.43,observed_estimated_cost
5399,2026-07-04,BKK_Sukhumvit,MixedBerryPremium,3,162.0,2026-06-29,8,7,89.0,46.0,46.0,162.0,observed_estimated_cost
5400,2026-07-04,BKK_Sukhumvit,PassionFruit,5,160.75,2026-06-29,6,6,65.0,26.15,26.15,160.75,observed_estimated_cost
5401,2026-07-04,BKK_Sukhumvit,Pineapple,6,88.2,2026-06-29,6,5,49.0,8.7,8.7,88.2,observed_estimated_cost
5402,2026-07-04,BKK_Sukhumvit,Watermelon,5,69.05,2026-06-29,6,5,45.0,7.81,7.81,69.05,observed_estimated_cost
5403,2026-07-04,Pattaya_Beach,Guava,5,79.05,2026-06-29,6,5.5,49.0,9.81,9.81,79.05,observed_estimated_cost
5404,2026-07-04,Pattaya_Beach,MixedBerryPremium,5,270.0,2026-06-29,8,7,89.0,46.0,46.0,270.0,observed_estimated_cost
5405,2026-07-04,Pattaya_Beach,PassionFruit,4,128.6,2026-06-29,6,6,65.0,26.15,26.15,128.6,observed_estimated_cost
5406,2026-07-04,Pattaya_Beach,Pineapple,5,73.5,2026-06-29,6,5,49.0,8.7,8.7,73.5,observed_estimated_cost
